date,route_id,segment_id,segment_type,distance_km,day_of_week,is_weekend,is_holiday,hour_of_day,time_of_day_bin,weather_severity,current_speed,previous_segment_speed,travel_time_seconds,is_incident
2025-01-01,R1,R1_S3,flyover,2.6,2,0,0,18.99,18:45-19:00,0,30.64,11.85,296.2,0
2025-01-01,R1,R1_S4,narrow_lane,1.1,2,0,0,19.07,19:00-19:15,0,8.13,29.3,614.2,0
2025-01-01,R1,R1_S5,residential,2.2,2,0,0,19.24,19:00-19:15,0,17.28,4.69,590.3,0
2025-01-01,R1,R1_S6,highway,3.8,2,0,0,19.41,19:15-19:30,0,26.4,,522.4,0
2025-01-01,R1,R1_S7,school_zone,1.8,2,0,0,19.55,19:30-19:45,0,9.45,27.26,696.5,0
2025-01-01,R1,R1_S8,commercial_hub,2.5,2,0,0,19.75,19:30-19:45,0,4.32,10.42,1783.6,0
2025-01-01,R1,R1_S1,market,0.9,2,0,0,14.61,14:30-14:45,0,12.84,12.84,281.8,0
2025-01-01,R1,R1_S2,signalized_corridor,1.4,2,0,0,14.68,14:30-14:45,0,18.37,12.74,354.0,0
2025-01-01,R1,R1_S3,flyover,2.6,2,0,0,14.78,14:45-15:00,0,36.22,23.6,595.0,1
2025-01-01,R1,R1_S4,narrow_lane,1.1,2,0,0,14.95,14:45-15:00,0,8.69,35.53,382.9,0
2025-01-01,R1,R1_S5,residential,2.2,2,0,0,15.05,15:00-15:15,0,23.22,7.6,406.4,0
2025-01-01,R1,R1_S6,highway,3.8,2,0,0,15.17,15:00-15:15,0,30.8,22.81,453.1,0
2025-01-01,R1,R1_S7,school_zone,1.8,2,0,0,15.29,15:15-15:30,0,,28.27,415.3,0
2025-01-01,R1,R1_S8,commercial_hub,2.5,2,0,0,15.41,15:15-15:30,0,15.74,17.08,582.4,0
2025-01-01,R1,R1_S1,market,0.9,2,0,0,19.22,19:00-19:15,0,5.47,5.47,688.5,0
2025-01-01,R1,R1_S2,signalized_corridor,1.4,2,0,0,19.41,19:15-19:30,0,11.99,3.0,476.8,0
2025-01-01,R1,R1_S3,flyover,2.6,2,0,0,19.55,19:30-19:45,0,38.98,13.68,255.3,0
2025-01-01,R1,R1_S4,narrow_lane,1.1,2,0,0,19.62,19:30-19:45,0,7.12,44.37,661.5,0
2025-01-01,R1,R1_S5,residential,2.2,2,0,0,19.8,19:45-20:00,0,20.41,4.44,459.0,0
2025-01-01,R1,R1_S6,highway,3.8,2,0,0,19.93,19:45-20:00,0,24.31,19.69,484.3,0
2025-01-01,R1,R1_S7,school_zone,1.8,2,0,0,20.06,20:00-20:15,0,10.71,26.82,566.0,0
2025-01-01,R1,R1_S8,commercial_hub,2.5,2,0,0,20.22,20:00-20:15,0,12.73,12.72,1139.6,0
2025-01-01,R1,R1_S1,market,0.9,2,0,0,14.0,14:00-14:15,0,11.8,11.8,263.1,0
2025-01-01,R1,R1_S2,signalized_corridor,1.4,2,0,0,14.08,14:00-14:15,0,22.38,15.34,235.1,0
2025-01-01,R1,R1_S3,flyover,2.6,2,0,0,14.14,14:00-14:15,0,51.07,,191.8,0
2025-01-01,R1,R1_S4,narrow_lane,1.1,2,0,0,14.19,14:00-14:15,0,11.22,50.34,386.8,0
2025-01-01,R1,R1_S5,residential,2.2,2,0,0,14.3,14:15-14:30,0,16.76,13.5,436.7,0
2025-01-01,R1,R1_S6,highway,3.8,2,0,0,14.42,14:15-14:30,0,35.52,23.71,386.6,0
2025-01-01,R1,R1_S7,school_zone,1.8,2,0,0,14.53,14:30-14:45,0,10.48,31.59,672.0,0
2025-01-01,R1,R1_S8,commercial_hub,2.5,2,0,0,14.72,14:30-14:45,0,20.47,10.13,492.8,0
2025-01-01,R1,R1_S1,market,0.9,2,0,0,7.08,07:00-07:15,0,11.49,11.49,270.6,0
2025-01-01,R1,R1_S2,signalized_corridor,1.4,2,0,0,7.15,07:00-07:15,0,20.93,11.66,314.1,0
2025-01-01,R1,R1_S3,flyover,2.6,2,0,0,7.24,07:00-07:15,0,32.34,21.41,291.7,0
2025-01-01,R1,R1_S4,narrow_lane,1.1,2,0,0,7.32,07:15-07:30,0,14.46,33.71,313.3,0
2025-01-01,R1,R1_S5,residential,2.2,2,0,0,7.41,07:15-07:30,0,25.78,13.29,332.3,0
2025-01-01,R1,R1_S6,highway,3.8,2,0,0,7.5,07:15-07:30,0,23.29,24.84,502.3,0
2025-01-01,R1,R1_S7,school_zone,1.8,2,0,0,7.64,07:30-07:45,0,12.64,25.84,632.6,0
2025-01-01,R1,R1_S8,commercial_hub,2.5,2,0,0,7.81,07:45-08:00,0,18.16,13.89,577.0,0
2025-01-01,R1,R1_S1,market,0.9,2,0,0,16.87,16:45-17:00,0,10.23,10.23,259.0,0
2025-01-01,R1,R1_S2,signalized_corridor,1.4,2,0,0,16.94,16:45-17:00,0,13.61,16.56,363.2,0
2025-01-01,R1,R1_S3,flyover,2.6,2,0,0,17.04,17:00-17:15,0,40.08,18.74,233.5,0
2025-01-01,R1,R1_S4,narrow_lane,1.1,2,0,0,17.1,17:00-17:15,0,6.44,38.4,411.5,0
2025-01-01,R1,R1_S5,residential,2.2,2,0,0,17.22,17:00-17:15,0,24.53,10.57,398.9,0
2025-01-01,R1,R1_S6,highway,3.8,2,0,0,17.33,17:15-17:30,0,39.67,20.83,391.6,0
2025-01-01,R1,R1_S7,school_zone,1.8,2,0,0,17.44,17:15-17:30,0,18.69,34.62,316.5,0
2025-01-01,R1,R1_S8,commercial_hub,2.5,2,0,0,17.52,17:30-17:45,0,3.0,21.2,1695.5,0
2025-01-01,R1,R1_S1,market,0.9,2,0,0,8.52,08:30-08:45,0,12.83,12.83,359.5,0
2025-01-01,R1,R1_S2,signalized_corridor,1.4,2,0,0,8.62,08:30-08:45,0,12.35,12.71,480.7,0
2025-01-01,R1,R1_S3,flyover,2.6,2,0,0,8.75,08:45-09:00,0,33.66,11.98,279.0,0
2025-01-01,R1,R1_S4,narrow_lane,1.1,2,0,0,8.83,08:45-09:00,0,6.57,31.3,792.0,0
2025-01-01,R1,R1_S5,residential,2.2,2,0,0,9.05,09:00-09:15,0,15.63,7.36,488.9,0
2025-01-01,R1,R1_S6,highway,3.8,2,0,0,9.19,09:00-09:15,0,,16.74,489.9,0
2025-01-01,R1,R1_S7,school_zone,1.8,2,0,0,9.32,09:15-09:30,0,16.27,30.04,452.0,0
2025-01-01,R1,R1_S8,commercial_hub,2.5,2,0,0,9.45,09:15-09:30,0,10.58,14.49,1279.8,0
2025-01-01,R1,R1_S1,market,0.9,2,0,0,19.37,19:15-19:30,0,6.9,6.9,491.1,0
2025-01-01,R1,R1_S2,signalized_corridor,1.4,2,0,0,19.5,19:30-19:45,0,16.13,5.04,342.4,0
2025-01-01,R1,R1_S3,flyover,2.6,2,0,0,19.6,19:30-19:45,0,38.91,14.43,254.3,0
2025-01-01,R1,R1_S4,narrow_lane,1.1,2,0,0,19.67,19:30-19:45,0,6.32,34.74,603.7,0
2025-01-01,R1,R1_S5,residential,2.2,2,0,0,19.84,19:45-20:00,0,21.9,5.16,379.2,0
2025-01-01,R1,R1_S6,highway,3.8,2,0,0,19.94,19:45-20:00,0,32.93,20.58,440.5,0
2025-01-01,R1,R1_S7,school_zone,1.8,2,0,0,20.06,20:00-20:15,0,10.02,28.02,509.4,0
2025-01-01,R1,R1_S8,commercial_hub,2.5,2,0,0,20.21,20:00-20:15,0,10.68,13.34,972.2,0
2025-01-01,R2,R2_S1,market,0.8,2,0,0,7.66,07:30-07:45,0,10.66,10.66,282.4,0
2025-01-01,R2,R2_S2,narrow_lane,1.0,2,0,0,7.74,07:30-07:45,0,15.83,12.83,297.2,0
2025-01-01,R2,R2_S3,signalized_corridor,2.1,2,0,0,7.82,07:45-08:00,0,21.47,10.36,396.6,0
2025-01-01,R2,R2_S4,flyover,3.2,2,0,0,7.93,07:45-08:00,0,32.5,23.62,355.1,0
2025-01-01,R2,R2_S5,residential,1.9,2,0,0,8.03,08:00-08:15,0,18.18,30.78,369.5,0
2025-01-01,R2,R2_S6,school_zone,1.3,2,0,0,8.13,08:00-08:15,0,8.31,19.39,671.2,0
2025-01-01,R2,R2_S7,residential,1.6,2,0,0,8.32,08:15-08:30,0,17.92,11.54,336.7,0
2025-01-01,R2,R2_S1,market,0.8,2,0,0,8.9,08:45-09:00,0,3.85,3.85,398.7,0
2025-01-01,R2,R2_S2,narrow_lane,1.0,2,0,0,9.01,09:00-09:15,0,5.09,13.38,411.8,0
2025-01-01,R2,R2_S3,signalized_corridor,2.1,2,0,0,9.12,09:00-09:15,0,16.04,7.59,559.5,0
2025-01-01,R2,R2_S4,flyover,3.2,2,0,0,9.28,09:15-09:30,0,45.25,10.29,273.8,0
2025-01-01,R2,R2_S5,residential,1.9,2,0,0,9.36,09:15-09:30,0,19.05,42.26,410.1,0
2025-01-01,R2,R2_S6,school_zone,1.3,2,0,0,9.47,09:15-09:30,0,19.19,19.35,297.8,0
2025-01-01,R2,R2_S7,residential,1.6,2,0,0,9.55,09:30-09:45,0,20.4,19.86,311.3,0
2025-01-01,R2,R2_S1,market,0.8,2,0,0,12.08,12:00-12:15,0,17.63,17.63,214.4,0
2025-01-01,R2,R2_S2,narrow_lane,1.0,2,0,0,12.14,12:00-12:15,0,11.6,10.89,368.3,0
2025-01-01,R2,R2_S3,signalized_corridor,2.1,2,0,0,12.24,12:00-12:15,0,20.82,11.71,458.8,0
2025-01-01,R2,R2_S4,flyover,3.2,2,0,0,12.37,12:15-12:30,0,43.23,16.59,278.2,0
2025-01-01,R2,R2_S5,residential,1.9,2,0,0,12.45,12:15-12:30,0,24.17,40.87,317.1,0
2025-01-01,R2,R2_S6,school_zone,1.3,2,0,0,12.54,12:30-12:45,0,18.44,25.38,286.9,0
2025-01-01,R2,R2_S7,residential,1.6,2,0,0,12.62,12:30-12:45,0,20.36,16.66,317.2,0
2025-01-01,R2,R2_S1,market,0.8,2,0,0,20.68,20:30-20:45,0,,7.97,305.9,0
2025-01-01,R2,R2_S2,narrow_lane,1.0,2,0,0,20.77,20:45-21:00,0,13.37,10.88,305.7,0
2025-01-01,R2,R2_S3,signalized_corridor,2.1,2,0,0,20.85,20:45-21:00,0,22.73,13.34,402.0,0
2025-01-01,R2,R2_S4,flyover,3.2,2,0,0,20.96,20:45-21:00,0,50.05,,235.6,0
2025-01-01,R2,R2_S5,residential,1.9,2,0,0,21.03,21:00-21:15,0,25.41,49.05,314.9,0
2025-01-01,R2,R2_S6,school_zone,1.3,2,0,0,21.12,21:00-21:15,0,22.25,21.35,251.8,0
2025-01-01,R2,R2_S7,residential,1.6,2,0,0,21.19,21:00-21:15,0,26.46,,266.7,0
2025-01-01,R2,R2_S1,market,0.8,2,0,0,16.28,16:15-16:30,0,17.16,17.16,267.9,0
2025-01-01,R2,R2_S2,narrow_lane,1.0,2,0,0,16.36,16:15-16:30,0,10.61,11.81,331.3,0
2025-01-01,R2,R2_S3,signalized_corridor,2.1,2,0,0,16.45,16:15-16:30,0,22.22,5.56,351.6,0
2025-01-01,R2,R2_S4,flyover,3.2,2,0,0,16.55,16:30-16:45,0,43.76,24.14,267.2,0
2025-01-01,R2,R2_S5,residential,1.9,2,0,0,16.62,16:30-16:45,0,21.11,,312.0,0
2025-01-01,R2,R2_S6,school_zone,1.3,2,0,0,16.71,16:30-16:45,0,,21.77,282.3,0
2025-01-01,R2,R2_S7,residential,1.6,2,0,0,16.79,16:45-17:00,0,22.73,16.1,300.6,0
2025-01-01,R2,R2_S1,market,0.8,2,0,0,18.87,18:45-19:00,0,5.9,,376.1,0
2025-01-01,R2,R2_S2,narrow_lane,1.0,2,0,0,18.97,18:45-19:00,0,8.88,7.07,720.0,0
2025-01-01,R2,R2_S3,signalized_corridor,2.1,2,0,0,19.17,19:00-19:15,0,11.39,8.39,533.6,0
2025-01-01,R2,R2_S4,flyover,3.2,2,0,0,19.32,19:15-19:30,0,35.91,17.91,328.8,0
2025-01-01,R2,R2_S5,residential,1.9,2,0,0,19.41,19:15-19:30,0,22.6,36.38,398.6,0
2025-01-01,R2,R2_S6,school_zone,1.3,2,0,0,19.52,19:30-19:45,0,11.56,18.25,412.6,0
2025-01-01,R2,R2_S7,residential,1.6,2,0,0,19.64,19:30-19:45,0,16.77,13.31,390.0,0
2025-01-01,R2,R2_S1,market,0.8,2,0,0,8.72,08:30-08:45,0,8.52,8.52,336.8,0
2025-01-01,R2,R2_S2,narrow_lane,1.0,2,0,0,8.81,08:45-09:00,0,5.28,6.58,492.2,0
2025-01-01,R2,R2_S3,signalized_corridor,2.1,2,0,0,8.95,08:45-09:00,0,18.83,6.16,674.8,0
2025-01-01,R2,R2_S4,flyover,3.2,2,0,0,9.14,09:00-09:15,0,35.99,13.53,313.3,0
2025-01-01,R2,R2_S5,residential,1.9,2,0,0,9.22,09:00-09:15,0,21.55,37.76,343.9,0
2025-01-01,R2,R2_S6,school_zone,1.3,2,0,0,9.32,09:15-09:30,0,12.5,21.16,332.0,0
2025-01-01,R2,R2_S7,residential,1.6,2,0,0,9.41,09:15-09:30,0,19.43,14.86,339.4,0
2025-01-01,R2,R2_S1,market,0.8,2,0,0,16.73,16:30-16:45,0,14.75,14.75,245.2,0
2025-01-01,R2,R2_S2,narrow_lane,1.0,2,0,0,16.8,16:45-17:00,0,12.77,11.2,288.6,0
2025-01-01,R2,R2_S3,signalized_corridor,2.1,2,0,0,16.88,16:45-17:00,0,20.46,13.47,449.1,0
2025-01-01,R2,R2_S4,flyover,3.2,2,0,0,17.0,17:00-17:15,0,44.78,23.18,274.5,0
2025-01-01,R2,R2_S5,residential,1.9,2,0,0,17.08,17:00-17:15,0,23.8,,319.2,0
2025-01-01,R2,R2_S6,school_zone,1.3,2,0,0,17.17,17:00-17:15,0,21.23,25.66,247.8,0
2025-01-01,R2,R2_S7,residential,1.6,2,0,0,17.24,17:00-17:15,0,19.09,15.37,286.6,0
2025-01-01,R2,R2_S1,market,0.8,2,0,0,7.71,07:30-07:45,0,10.71,10.71,291.0,0
2025-01-01,R2,R2_S2,narrow_lane,1.0,2,0,0,7.79,07:45-08:00,0,9.89,9.13,351.2,0
2025-01-01,R2,R2_S3,signalized_corridor,2.1,2,0,0,7.89,07:45-08:00,0,21.2,10.58,388.2,0
2025-01-01,R2,R2_S4,flyover,3.2,2,0,0,8.0,07:45-08:00,0,28.26,21.46,391.9,0
2025-01-01,R2,R2_S5,residential,1.9,2,0,0,8.11,08:00-08:15,0,15.43,28.65,477.0,0
2025-01-01,R2,R2_S6,school_zone,1.3,2,0,0,8.24,08:00-08:15,0,3.53,14.39,951.1,0
2025-01-01,R2,R2_S7,residential,1.6,2,0,0,8.5,08:30-08:45,0,15.56,6.17,420.3,0
2025-01-01,R2,R2_S1,market,0.8,2,0,0,12.33,12:15-12:30,0,10.74,10.74,269.9,0
2025-01-01,R2,R2_S2,narrow_lane,1.0,2,0,0,12.41,12:15-12:30,0,11.69,5.39,321.4,0
2025-01-01,R2,R2_S3,signalized_corridor,2.1,2,0,0,12.5,12:15-12:30,0,21.75,11.81,432.2,0
2025-01-01,R2,R2_S4,flyover,3.2,2,0,0,12.62,12:30-12:45,0,47.47,23.36,251.0,0
2025-01-01,R2,R2_S5,residential,1.9,2,0,0,12.69,12:30-12:45,0,26.42,46.19,275.1,0
2025-01-01,R2,R2_S6,school_zone,1.3,2,0,0,12.76,12:45-13:00,0,19.02,26.34,235.4,0
2025-01-01,R2,R2_S7,residential,1.6,2,0,0,12.83,12:45-13:00,0,26.41,17.18,277.2,0
2025-01-01,R3,R3_S1,highway,4.2,2,0,0,7.66,07:30-07:45,0,33.72,33.72,486.8,0
2025-01-01,R3,R3_S2,commercial_hub,1.5,2,0,0,7.79,07:45-08:00,0,14.36,30.25,408.7,0
2025-01-01,R3,R3_S3,flyover,3.6,2,0,0,7.91,07:45-08:00,0,31.01,,448.7,0
2025-01-01,R3,R3_S4,market,1.2,2,0,0,8.03,08:00-08:15,0,12.28,28.75,504.6,0
2025-01-01,R3,R3_S5,residential,2.8,2,0,0,8.17,08:00-08:15,0,11.35,6.79,642.6,0
2025-01-01,R3,R3_S6,highway,4.5,2,0,0,8.35,08:15-08:30,0,24.47,13.89,649.0,0
2025-01-01,R3,R3_S7,signalized_corridor,1.7,2,0,0,8.53,08:30-08:45,0,16.68,24.48,524.2,0
2025-01-01,R3,R3_S8,flyover,2.4,2,0,0,8.68,08:30-08:45,0,40.31,12.34,226.1,0
2025-01-01,R3,R3_S9,highway,3.1,2,0,0,8.74,08:30-08:45,0,31.24,39.36,351.5,0
2025-01-01,R3,R3_S1,highway,4.2,2,0,0,8.03,08:00-08:15,0,27.59,27.59,570.3,0
2025-01-01,R3,R3_S2,commercial_hub,1.5,2,0,0,8.19,08:00-08:15,0,14.08,26.77,554.9,0
2025-01-01,R3,R3_S3,flyover,3.6,2,0,0,8.35,08:15-08:30,0,26.79,10.06,473.0,0
2025-01-01,R3,R3_S4,market,1.2,2,0,0,8.48,08:15-08:30,0,11.16,28.14,376.5,0
2025-01-01,R3,R3_S5,residential,2.8,2,0,0,8.58,08:30-08:45,0,25.1,12.2,526.9,0
2025-01-01,R3,R3_S6,highway,4.5,2,0,0,8.73,08:30-08:45,0,29.65,17.81,547.9,0
2025-01-01,R3,R3_S7,signalized_corridor,1.7,2,0,0,8.88,08:45-09:00,0,18.7,30.28,467.1,0
2025-01-01,R3,R3_S8,flyover,2.4,2,0,0,9.01,09:00-09:15,0,39.5,17.35,232.9,0
2025-01-01,R3,R3_S9,highway,3.1,2,0,0,9.08,09:00-09:15,0,31.2,37.51,348.7,0
2025-01-01,R3,R3_S1,highway,4.2,2,0,0,8.47,08:15-08:30,0,21.13,21.13,646.1,0
2025-01-01,R3,R3_S2,commercial_hub,1.5,2,0,0,8.65,08:30-08:45,0,7.69,24.91,584.2,0
2025-01-01,R3,R3_S3,flyover,3.6,2,0,0,8.81,08:45-09:00,0,35.4,9.23,379.4,0
2025-01-01,R3,R3_S4,market,1.2,2,0,0,8.92,08:45-09:00,0,3.0,31.23,853.9,0
2025-01-01,R3,R3_S5,residential,2.8,2,0,0,9.16,09:00-09:15,0,20.68,7.45,576.6,0
2025-01-01,R3,R3_S6,highway,4.5,2,0,0,9.32,09:15-09:30,0,31.59,18.74,543.1,0
2025-01-01,R3,R3_S7,signalized_corridor,1.7,2,0,0,9.47,09:15-09:30,0,18.25,28.73,412.3,0
2025-01-01,R3,R3_S8,flyover,2.4,2,0,0,9.58,09:30-09:45,0,31.32,16.44,247.2,0
2025-01-01,R3,R3_S9,highway,3.1,2,0,0,9.65,09:30-09:45,0,25.35,34.23,449.4,0
2025-01-01,R3,R3_S1,highway,4.2,2,0,0,16.18,16:00-16:15,0,34.14,34.14,423.5,0
2025-01-01,R3,R3_S2,commercial_hub,1.5,2,0,0,16.3,16:15-16:30,0,12.49,32.59,377.7,0
2025-01-01,R3,R3_S3,flyover,3.6,2,0,0,16.4,16:15-16:30,0,39.82,17.76,341.4,0
2025-01-01,R3,R3_S4,market,1.2,2,0,0,16.5,16:15-16:30,0,15.87,37.31,373.0,0
2025-01-01,R3,R3_S5,residential,2.8,2,0,0,16.6,16:30-16:45,0,19.95,10.94,541.3,0
2025-01-01,R3,R3_S6,highway,4.5,2,0,0,16.75,16:45-17:00,0,31.86,22.07,508.8,0
2025-01-01,R3,R3_S7,signalized_corridor,1.7,2,0,0,16.89,16:45-17:00,0,22.34,29.76,363.8,0
2025-01-01,R3,R3_S8,flyover,2.4,2,0,0,16.99,16:45-17:00,0,41.83,20.99,229.7,0
2025-01-01,R3,R3_S9,highway,3.1,2,0,0,17.06,17:00-17:15,0,36.38,37.5,358.9,0
2025-01-01,R3,R3_S1,highway,4.2,2,0,0,6.47,06:15-06:30,0,29.8,29.8,532.5,0
2025-01-01,R3,R3_S2,commercial_hub,1.5,2,0,0,6.62,06:30-06:45,0,14.99,29.05,375.2,0
2025-01-01,R3,R3_S3,flyover,3.6,2,0,0,6.72,06:30-06:45,0,35.76,11.76,372.8,0
2025-01-01,R3,R3_S4,market,1.2,2,0,0,6.83,06:45-07:00,0,15.05,34.24,391.5,0
2025-01-01,R3,R3_S5,residential,2.8,2,0,0,6.94,06:45-07:00,0,17.47,9.11,514.0,0
2025-01-01,R3,R3_S6,highway,4.5,2,0,0,7.08,07:00-07:15,0,30.3,23.1,607.1,0
2025-01-01,R3,R3_S7,signalized_corridor,1.7,2,0,0,7.25,07:00-07:15,0,22.12,23.9,310.7,0
2025-01-01,R3,R3_S8,flyover,2.4,2,0,0,7.33,07:15-07:30,0,30.55,23.99,297.4,0
2025-01-01,R3,R3_S9,highway,3.1,2,0,0,7.42,07:15-07:30,0,27.66,27.55,416.4,0
2025-01-01,R3,R3_S1,highway,4.2,2,0,0,10.42,10:15-10:30,0,30.85,30.85,469.5,0
2025-01-01,R3,R3_S2,commercial_hub,1.5,2,0,0,10.55,10:30-10:45,0,16.86,33.31,392.5,0
2025-01-01,R3,R3_S3,flyover,3.6,2,0,0,10.65,10:30-10:45,0,39.83,12.92,328.3,0
2025-01-01,R3,R3_S4,market,1.2,2,0,0,10.75,10:30-10:45,0,15.27,40.42,311.4,0
2025-01-01,R3,R3_S5,residential,2.8,2,0,0,10.83,10:45-11:00,0,23.89,12.84,483.8,0
2025-01-01,R3,R3_S6,highway,4.5,2,0,0,10.97,10:45-11:00,0,36.32,21.35,467.3,0
2025-01-01,R3,R3_S7,signalized_corridor,1.7,2,0,0,11.1,11:00-11:15,0,19.38,35.29,330.6,0
2025-01-01,R3,R3_S8,flyover,2.4,2,0,0,11.19,11:00-11:15,0,40.56,24.45,211.5,0
2025-01-01,R3,R3_S9,highway,3.1,2,0,0,11.25,11:00-11:15,0,38.79,46.01,286.3,0
2025-01-01,R3,R3_S1,highway,4.2,2,0,0,16.77,16:45-17:00,0,29.28,29.28,539.4,0
2025-01-01,R3,R3_S2,commercial_hub,1.5,2,0,0,16.92,16:45-17:00,0,15.84,26.0,333.0,0
2025-01-01,R3,R3_S3,flyover,3.6,2,0,0,17.02,17:00-17:15,0,36.14,15.88,342.5,0
2025-01-01,R3,R3_S4,market,1.2,2,0,0,17.11,17:00-17:15,0,7.03,35.37,484.3,0
2025-01-01,R3,R3_S5,residential,2.8,2,0,0,17.25,17:00-17:15,0,26.19,9.8,497.1,0
2025-01-01,R3,R3_S6,highway,4.5,2,0,0,17.38,17:15-17:30,0,31.21,19.08,525.4,0
2025-01-01,R3,R3_S7,signalized_corridor,1.7,2,0,0,17.53,17:30-17:45,0,14.78,28.65,604.8,0
2025-01-01,R3,R3_S8,flyover,2.4,2,0,0,17.7,17:30-17:45,0,32.86,14.52,264.3,0
2025-01-01,R3,R3_S9,highway,3.1,2,0,0,17.77,17:45-18:00,0,27.12,34.11,423.9,0
2025-01-01,R3,R3_S1,highway,4.2,2,0,0,10.08,10:00-10:15,0,30.52,30.52,487.0,0
2025-01-01,R3,R3_S2,commercial_hub,1.5,2,0,0,10.21,10:00-10:15,0,5.16,31.03,578.6,0
2025-01-01,R3,R3_S3,flyover,3.6,2,0,0,10.37,10:15-10:30,0,39.94,12.23,316.9,0
2025-01-01,R3,R3_S4,market,1.2,2,0,0,10.46,10:15-10:30,0,10.86,38.53,477.1,0
2025-01-01,R3,R3_S5,residential,2.8,2,0,0,10.59,10:30-10:45,0,23.43,9.93,465.6,0
2025-01-01,R3,R3_S6,highway,4.5,2,0,0,10.72,10:30-10:45,0,43.36,23.94,368.0,0
2025-01-01,R3,R3_S7,signalized_corridor,1.7,2,0,0,10.83,10:45-11:00,0,20.46,45.08,325.1,0
2025-01-01,R3,R3_S8,flyover,2.4,2,0,0,10.92,10:45-11:00,0,40.58,20.91,192.3,0
2025-01-01,R3,R3_S9,highway,3.1,2,0,0,10.97,10:45-11:00,0,36.14,47.91,304.9,0
2025-01-01,R3,R3_S1,highway,4.2,2,0,0,6.9,06:45-07:00,0,23.65,23.65,604.8,0
2025-01-01,R3,R3_S2,commercial_hub,1.5,2,0,0,7.06,07:00-07:15,0,16.39,27.38,380.4,0
2025-01-01,R3,R3_S3,flyover,3.6,2,0,0,7.17,07:00-07:15,0,27.84,15.17,502.6,0
2025-01-01,R3,R3_S4,market,1.2,2,0,0,7.31,07:15-07:30,0,,27.31,324.8,0
2025-01-01,R3,R3_S5,residential,2.8,2,0,0,7.4,07:15-07:30,0,21.37,,493.7,0
2025-01-01,R3,R3_S6,highway,4.5,2,0,0,7.54,07:30-07:45,0,23.36,22.57,692.6,0
2025-01-01,R3,R3_S7,signalized_corridor,1.7,2,0,0,7.73,07:30-07:45,0,21.71,25.73,309.4,0
2025-01-01,R3,R3_S8,flyover,2.4,2,0,0,7.81,07:45-08:00,0,31.98,21.64,300.6,0
2025-01-01,R3,R3_S9,highway,3.1,2,0,0,7.9,07:45-08:00,0,26.7,25.55,457.1,0
2025-01-01,R3,R3_S1,highway,4.2,2,0,0,19.98,19:45-20:00,0,33.3,33.3,436.5,0
2025-01-01,R3,R3_S2,commercial_hub,1.5,2,0,0,20.1,20:00-20:15,0,6.77,34.81,874.7,0
2025-01-01,R3,R3_S3,flyover,3.6,2,0,0,20.34,20:15-20:30,0,38.12,,333.0,0
2025-01-01,R3,R3_S4,market,1.2,2,0,0,20.43,20:15-20:30,0,3.0,36.83,889.5,0
2025-01-01,R3,R3_S5,residential,2.8,2,0,0,20.68,20:30-20:45,0,25.48,3.49,467.7,0
2025-01-01,R3,R3_S6,highway,4.5,2,0,0,20.81,20:45-21:00,0,33.69,24.57,473.1,0
